genre,budget_million,director_score,cast_popularity,runtime_minutes,release_month,marketing_spend,is_sequel,box_office_hit
Drama,52.75,4.54,50.19,104,10,8.41,0,0
Horror,67.42,3.53,58.86,124,6,8.78,0,0
Fantasy,48.3,5.01,48.6,120,4,5.33,1,0
Drama,44.89,4.99,50.42,90,11,5.82,0,0
Comedy,26.62,4.37,49.6,83,4,6.28,1,0
Thriller,62.91,4.78,41.03,178,7,5.84,0,0
Drama,24.45,9.62,62.76,138,3,12.31,1,1
Horror,69.97,7.48,1.28,116,10,8.7,0,0
Action,82.56,5.74,61.83,91,11,6.8,0,1
Sci-Fi,61.0,2.6,80.25,135,8,11.22,0,0
Fantasy,41.41,7.09,45.58,166,11,14.22,0,1
Comedy,63.62,9.67,61.04,173,5,9.09,0,1
Sci-Fi,40.74,9.46,40.51,161,6,16.65,0,1
Sci-Fi,78.07,5.73,53.7,111,8,19.3,1,1
Fantasy,1.0,6.69,29.71,108,12,2.55,0,0
Action,39.93,3.79,48.86,138,5,9.76,1,0
Action,1.0,6.53,67.03,116,11,17.01,1,1
Sci-Fi,5.15,7.37,10.47,134,10,15.26,0,0
Romance,90.92,7.01,37.97,88,1,9.93,1,1
Drama,76.86,8.35,36.67,154,12,6.09,1,1
Horror,28.42,7.32,98.68,118,1,5.08,0,1
Romance,4.92,2.73,61.87,145,2,8.49,1,0
Horror,1.0,5.24,43.71,177,11,14.68,0,0
Drama,33.7,7.99,87.22,140,12,12.8,0,1
Drama,122.61,2.74,71.65,150,12,3.83,0,0
Sci-Fi,63.05,6.14,38.21,97,3,10.51,0,0
Action,33.21,5.15,51.29,131,3,9.75,1,0
Sci-Fi,63.95,3.52,77.72,153,1,4.2,0,0
Horror,3.17,7.88,70.28,163,11,12.96,0,1
Fantasy,41.08,4.43,49.63,134,2,12.93,0,0
Fantasy,52.98,10.0,62.38,96,2,17.63,0,1
Drama,47.42,5.57,58.68,142,7,8.21,1,0
Thriller,73.72,8.15,67.54,136,4,2.02,0,1
Thriller,60.34,9.36,36.52,159,10,15.14,0,1
Romance,70.05,6.66,31.85,92,9,9.95,0,0
Sci-Fi,29.35,6.17,49.8,140,7,12.22,1,0
Thriller,76.93,7.54,18.34,130,5,10.09,0,0
Romance,98.87,9.31,83.9,129,3,14.26,0,1
Romance,20.9,6.65,55.56,176,7,11.52,0,0
Horror,23.37,4.6,33.35,171,3,9.92,1,0
Action,90.07,3.12,43.39,99,5,10.56,1,0
Comedy,44.26,6.69,14.82,173,2,9.35,0,0
Action,92.11,3.98,41.52,141,3,11.34,1,0
Comedy,36.72,7.85,75.47,98,2,7.85,1,1
Drama,93.65,8.52,13.53,149,5,7.0,1,0
Horror,53.94,7.17,22.41,139,8,9.66,1,0
Comedy,57.75,5.88,47.29,98,4,17.23,0,1
Romance,96.94,7.23,78.99,155,2,10.22,0,1
Sci-Fi,39.15,6.06,54.38,80,9,11.14,1,0
Sci-Fi,21.77,5.48,27.79,131,7,1.94,0,0
Thriller,36.54,5.13,48.11,99,12,11.61,1,0
Sci-Fi,63.57,6.23,43.23,90,6,7.75,1,0
Thriller,3.03,6.04,35.21,104,6,6.73,1,0
Thriller,69.12,8.49,24.83,159,4,15.02,1,1
Sci-Fi,33.84,7.15,46.53,126,8,20.46,1,1
Thriller,84.43,3.36,38.48,129,6,0.0,1,0
Romance,1.0,7.0,32.97,110,5,8.4,1,0
Action,26.4,6.19,47.4,154,2,0.0,0,0
Romance,1.0,6.57,54.04,81,8,8.46,0,0
Thriller,25.21,5.51,51.11,139,4,1.53,0,0
Thriller,57.43,6.08,50.35,166,6,4.73,0,0
Comedy,44.62,9.3,77.83,169,2,15.2,0,1
Comedy,42.4,5.28,78.51,166,5,10.3,1,1
Fantasy,45.22,4.74,64.64,109,4,13.0,1,0
Comedy,56.1,4.61,77.94,85,4,16.67,1,1
Romance,19.74,3.87,100.0,104,8,10.04,1,1
Horror,71.21,7.21,43.46,93,8,9.18,0,0
Drama,69.88,8.36,78.63,159,1,13.01,0,1
Sci-Fi,61.55,4.82,43.58,97,11,19.29,0,0
Drama,66.7,7.07,72.13,129,7,13.58,1,1
Action,58.89,8.08,69.43,83,6,10.19,1,1
Comedy,111.05,6.46,57.34,151,8,9.95,0,1
Comedy,47.39,6.04,63.66,171,3,18.9,1,1
Romance,40.79,4.69,73.13,128,9,8.05,0,0
Drama,27.39,7.25,59.73,115,5,13.99,1,1
Thriller,19.03,5.53,69.7,127,2,13.29,0,0
Drama,12.67,7.2,41.66,178,9,4.01,1,0
Thriller,23.34,4.98,56.47,86,8,14.76,0,0
Comedy,47.88,6.65,40.47,167,4,6.62,0,0
Sci-Fi,60.03,8.18,21.7,146,7,6.33,1,0
Comedy,51.53,6.97,55.59,96,9,10.38,0,1
Horror,27.03,4.73,64.14,102,5,9.88,0,0
Romance,77.01,3.81,45.51,104,9,23.65,1,1
Action,72.18,6.14,55.22,90,8,13.62,1,1
Fantasy,45.21,8.78,100.0,168,3,3.71,0,1
Romance,30.41,7.58,54.07,158,6,8.68,0,1
Thriller,66.45,9.96,76.43,163,6,21.05,1,1
Romance,55.64,10.0,59.49,157,10,3.8,1,1
Horror,6.56,5.8,50.52,114,7,6.95,0,0
Romance,47.96,7.27,37.55,139,9,5.97,1,0
Horror,57.86,5.99,36.85,129,7,14.71,0,0
Fantasy,23.01,4.91,11.62,173,11,3.84,1,0
Horror,55.7,6.88,40.37,88,12,15.6,1,1
Drama,6.36,6.51,8.94,82,11,9.92,0,0
Comedy,90.09,5.91,60.11,109,2,7.21,1,1
Fantasy,87.44,5.3,58.47,99,4,13.2,1,1
Thriller,42.42,6.27,59.2,115,4,10.88,1,1
Thriller,60.9,5.27,47.21,158,11,19.81,1,1
Comedy,1.0,5.73,52.7,165,4,15.41,0,0
Action,15.31,3.79,49.05,90,3,15.38,1,0
Drama,41.19,4.38,59.56,114,5,8.96,1,0
Romance,17.84,4.93,60.03,114,5,5.12,1,0
Fantasy,71.43,6.4,34.64,153,12,6.35,0,0
Comedy,109.92,6.16,81.09,119,1,11.68,0,1
Romance,14.7,4.82,62.27,164,11,11.33,0,0
Action,24.88,5.0,28.96,113,12,2.49,0,0
Fantasy,57.06,6.42,59.95,125,2,8.37,0,1
Thriller,98.33,5.05,76.23,147,12,10.99,1,1
Action,13.33,4.09,27.96,161,4,11.98,1,0
Thriller,57.47,7.37,1.67,129,9,10.14,0,0
Romance,104.64,3.28,27.48,149,11,10.12,1,0
Sci-Fi,1.0,3.92,86.79,134,5,7.72,0,0
Sci-Fi,11.57,8.24,27.98,87,2,20.13,0,0
Fantasy,37.29,3.69,62.43,166,10,11.63,0,0
Comedy,34.38,8.99,47.92,121,5,17.19,1,1
Romance,74.38,3.68,95.74,175,11,6.03,0,1
Comedy,57.25,4.07,75.33,148,8,4.03,1,0
Action,1.0,3.9,57.84,100,6,8.56,0,0
Drama,65.46,3.38,42.22,130,1,10.65,0,0
Drama,32.67,8.8,70.91,108,5,5.26,0,1
Sci-Fi,88.23,8.4,12.77,169,7,3.83,1,0
Romance,31.17,3.22,35.42,141,11,3.79,0,0
Action,30.9,9.15,55.51,91,1,10.36,0,1
Horror,66.23,3.55,16.38,141,6,5.94,1,0
Romance,72.89,10.0,49.99,101,7,14.09,1,1
Comedy,63.44,5.71,17.04,140,7,6.08,1,0
Sci-Fi,1.0,4.8,54.62,113,12,9.02,1,0
Sci-Fi,66.14,7.0,45.71,126,3,7.15,0,0
Thriller,18.97,4.25,46.06,103,4,16.15,1,0
Action,57.06,3.18,55.91,127,5,10.99,0,0
Drama,7.29,5.13,47.73,116,2,6.69,0,0
Fantasy,63.39,6.17,64.98,119,7,13.44,1,1
Drama,25.8,1.68,28.78,121,3,10.39,0,0
Sci-Fi,11.52,4.21,18.62,99,8,11.2,0,0
Thriller,71.41,9.91,81.11,150,11,14.48,1,1
Horror,57.25,5.99,32.95,162,12,10.43,0,0
Sci-Fi,31.58,1.21,44.31,162,9,9.69,1,0
Comedy,93.54,6.01,63.71,146,7,16.26,0,1
Sci-Fi,36.78,6.72,35.02,147,4,6.2,1,0
Thriller,50.96,5.97,20.22,152,5,13.01,1,0
Fantasy,58.07,7.57,50.01,88,7,7.59,1,1
Sci-Fi,31.41,5.42,30.42,115,8,14.33,0,0
Romance,64.13,8.04,86.64,90,3,17.36,1,1
Fantasy,34.0,5.98,55.68,125,5,11.27,0,0
Comedy,37.65,6.23,78.69,90,6,8.6,0,1
Drama,90.88,6.7,44.84,178,11,10.41,1,1
Horror,18.78,7.39,61.9,153,11,1.17,1,0
Fantasy,1.0,6.71,41.89,173,10,5.61,1,0
Comedy,98.33,4.51,36.47,123,1,14.57,1,0
Romance,126.48,9.21,25.27,106,5,8.57,0,1
Fantasy,37.84,4.43,62.55,150,1,7.53,1,0
Horror,1.0,4.26,61.52,137,6,8.72,1,0
Thriller,40.69,2.11,37.45,146,6,3.69,0,0
Romance,41.41,5.49,38.55,126,6,7.83,0,0
Drama,44.3,5.0,65.05,108,10,6.92,0,0
Fantasy,16.6,6.14,40.65,156,1,8.39,0,0
Action,67.39,4.34,43.57,178,9,3.52,1,0
Action,65.74,9.3,90.3,175,8,16.57,1,1
Horror,5.17,4.83,49.83,107,10,6.87,1,0
Drama,70.98,4.83,35.1,169,11,4.81,1,0
Romance,111.58,5.86,38.72,119,9,7.54,0,0
Action,55.16,6.75,78.89,168,8,18.27,1,1
Comedy,39.88,8.42,51.64,85,9,2.04,1,0
Sci-Fi,45.74,7.05,45.87,150,12,14.85,1,1
Horror,68.46,7.02,19.98,111,5,16.42,0,0
Comedy,1.0,6.24,4.44,108,2,9.92,0,0
Fantasy,54.93,4.36,64.65,142,1,16.16,0,1
Romance,38.29,4.77,15.22,166,4,5.16,1,0
Sci-Fi,105.43,1.56,44.67,102,6,0.25,0,0
Thriller,44.77,5.37,32.08,169,2,6.15,1,0
Comedy,100.04,7.28,63.65,157,10,9.17,1,1
Romance,16.89,5.48,45.6,170,5,19.79,0,0
Thriller,67.62,6.87,67.64,83,3,12.57,0,1
Horror,59.58,9.8,54.93,138,8,18.2,0,1
Fantasy,23.93,6.21,60.67,158,4,5.73,1,0
Horror,55.32,7.15,63.78,103,7,8.23,0,1
Romance,86.38,6.23,66.93,165,12,7.59,1,1
Sci-Fi,40.29,4.36,78.33,180,8,13.78,1,1
Action,1.0,5.57,49.05,170,7,0.0,0,0
Drama,49.47,3.82,20.81,161,7,9.07,1,0
Comedy,22.93,7.7,51.07,109,2,12.5,1,1
Thriller,39.73,7.86,51.05,98,6,14.29,0,1
Action,47.55,5.81,53.95,150,10,16.41,1,1
Comedy,1.0,9.54,32.66,153,6,10.17,1,0
Comedy,1.53,5.55,60.37,118,12,16.4,0,0
Horror,64.46,7.75,31.86,95,1,8.09,0,0
Thriller,34.32,5.51,73.27,137,12,11.98,1,1
Comedy,1.0,6.89,70.44,167,2,7.76,1,1
Action,73.55,3.21,78.19,135,5,13.33,0,1
Action,58.17,5.01,46.16,151,7,17.23,1,1
Comedy,28.58,6.13,24.77,163,2,21.92,0,0
Sci-Fi,10.5,7.7,54.32,164,12,16.9,1,1
Action,75.07,6.09,64.21,113,5,19.05,1,1
Romance,60.48,8.73,21.8,169,6,13.85,0,1
Horror,121.48,5.28,29.59,160,6,4.83,1,0
Comedy,62.61,4.15,76.96,114,1,5.99,1,0
Drama,61.63,9.74,81.74,160,4,0.0,1,1
Thriller,44.99,2.97,62.41,153,5,13.58,1,0
Horror,74.5,4.53,51.7,160,6,0.0,0,0
Thriller,68.75,5.98,27.95,176,7,6.34,0,0
Horror,87.55,5.41,63.41,157,10,6.9,1,1
Action,34.36,6.25,32.4,95,1,5.16,0,0
Sci-Fi,36.94,6.2,95.55,158,7,0.0,1,1
Comedy,35.63,10.0,78.51,117,12,16.3,1,1
Sci-Fi,73.72,5.52,35.48,125,8,12.21,1,0
Horror,94.95,6.72,58.65,173,4,8.89,0,1
Thriller,36.23,6.1,35.49,174,8,16.65,1,0
Thriller,37.26,1.14,55.64,167,6,6.03,1,0
Comedy,59.42,3.6,70.37,139,1,19.28,1,1
Fantasy,42.63,1.57,53.48,81,6,14.78,1,0
Action,78.56,3.76,48.1,106,12,19.6,0,0
Action,1.0,5.6,63.89,101,1,6.2,0,0
Drama,25.2,7.66,65.56,112,1,12.29,1,1
Romance,26.53,8.62,27.41,116,1,7.65,0,0
Thriller,1.0,10.0,43.11,83,11,9.22,0,0
Horror,21.09,6.11,49.83,93,3,13.55,0,0
Sci-Fi,22.55,6.0,51.97,169,1,10.24,0,0
Fantasy,43.97,3.04,85.47,111,8,4.55,1,0
Drama,83.39,3.93,43.22,164,7,14.08,1,0
Sci-Fi,42.65,7.55,43.48,146,6,12.73,1,1
Sci-Fi,19.08,9.8,35.97,157,10,17.42,1,1
Thriller,48.29,8.73,56.71,84,5,8.43,0,1
Romance,81.48,4.7,16.43,165,6,13.8,1,0
Sci-Fi,20.72,3.62,45.9,137,7,8.24,0,0
Comedy,22.68,2.3,59.98,96,10,10.23,1,0
Romance,66.76,5.77,63.47,154,8,8.18,0,1
Romance,43.35,9.84,61.68,152,8,9.73,0,1
Action,69.42,4.9,42.56,109,6,22.03,0,1
Drama,49.59,4.66,43.74,131,3,11.01,0,0
Romance,71.05,5.42,53.11,140,3,9.07,1,1
Fantasy,18.95,5.37,48.63,100,11,2.89,0,0
Thriller,49.64,6.09,48.0,114,1,11.07,0,0
Comedy,43.68,0.89,34.67,130,10,6.58,1,0
Romance,13.52,3.95,47.6,150,4,1.54,0,0
Horror,3.1,5.14,14.79,132,10,13.23,0,0
Thriller,70.57,6.46,54.81,174,12,6.56,0,1
Romance,39.47,4.78,36.87,87,3,3.72,1,0
Action,19.33,6.35,54.13,175,3,4.75,1,0
Sci-Fi,47.11,4.67,54.12,91,1,12.09,0,0
Thriller,83.84,7.61,54.77,111,9,16.39,0,1
Horror,1.0,6.57,38.67,180,9,10.98,0,0
Action,5.1,6.31,75.26,147,8,0.0,1,0
Sci-Fi,22.31,7.55,17.69,171,1,11.7,0,0
Drama,93.84,7.1,72.62,80,1,13.02,1,1
Horror,58.48,4.8,52.35,170,11,7.06,1,0
Drama,73.02,4.32,35.64,142,6,4.12,1,0
Horror,15.8,8.64,71.61,159,11,13.93,0,1
Romance,16.41,9.85,71.86,153,5,9.72,0,1
Drama,63.43,8.31,37.54,130,7,11.45,1,1
Fantasy,51.75,8.25,97.61,153,4,11.69,1,1
Comedy,66.46,3.92,47.14,173,2,0.21,0,0
Thriller,44.37,5.65,35.27,180,11,16.58,1,0
Sci-Fi,58.34,5.39,42.52,168,2,8.62,0,0
Drama,54.74,5.32,21.96,112,2,0.0,1,0
Action,73.33,4.37,30.22,174,8,0.0,0,0
Horror,74.21,6.67,19.03,85,10,5.55,1,0
Sci-Fi,1.4,6.7,70.9,138,2,14.52,0,1
Fantasy,1.0,4.16,49.55,121,9,8.64,0,0
Action,80.05,4.51,46.9,82,5,12.72,0,0
Romance,85.63,6.39,25.64,90,12,12.25,1,0
Action,19.38,5.93,39.24,98,2,11.26,1,0
Drama,1.0,4.78,18.53,117,6,9.11,0,0
Fantasy,52.97,5.58,31.93,175,12,10.1,0,0
Sci-Fi,77.93,3.36,33.89,133,4,10.65,0,0
Comedy,103.93,7.32,68.91,96,4,13.3,0,1
Action,65.49,5.2,39.05,162,11,6.28,1,0
Action,38.85,5.13,76.2,166,11,8.17,0,1
Action,23.21,6.95,24.59,141,7,18.15,1,0
Thriller,50.34,8.09,35.89,163,11,13.15,0,1
Fantasy,41.02,6.0,57.5,97,3,7.49,1,0
Comedy,19.55,4.74,46.82,111,4,9.01,1,0
Horror,111.46,6.8,43.45,92,12,5.58,1,1
Fantasy,103.56,6.12,53.43,156,3,15.74,0,1
Horror,84.08,6.62,43.01,95,10,9.38,0,0
Thriller,22.37,7.62,9.26,140,3,13.89,1,0
Thriller,75.65,5.65,8.26,131,1,10.89,1,0
Horror,69.19,8.04,91.58,174,11,1.99,1,1
Action,63.28,4.84,78.95,86,7,9.89,1,1
Drama,87.49,4.63,66.01,146,12,6.96,1,1
Drama,69.06,7.79,57.08,160,10,1.82,1,1
Comedy,72.2,6.88,49.95,173,8,1.87,1,1
Horror,69.11,5.68,61.78,84,5,16.72,0,1
Horror,60.22,5.97,35.73,141,6,10.02,0,0
Horror,1.0,5.4,43.63,104,9,13.75,1,0
Thriller,52.51,5.6,70.0,91,12,8.85,1,1
Thriller,33.31,3.54,67.96,111,2,19.15,0,0
Fantasy,11.6,4.45,52.51,161,12,4.72,1,0
Horror,100.45,5.69,40.96,124,4,7.41,1,0
Thriller,101.87,2.86,74.86,175,3,4.32,0,0
Action,90.78,1.68,35.91,179,6,11.35,0,0
Sci-Fi,57.66,2.77,56.86,180,7,4.94,0,0
Drama,90.52,8.35,89.29,178,6,7.92,1,1
Action,50.36,9.83,57.86,167,7,5.87,1,1
Comedy,56.08,6.55,49.97,118,4,7.07,1,0
Thriller,17.2,5.65,27.01,152,8,16.72,0,0
Romance,61.91,8.29,60.03,138,4,4.42,1,1
Horror,51.81,3.8,30.89,113,10,15.98,0,0
Romance,10.92,6.61,20.1,136,3,10.2,1,0
Romance,48.46,6.62,44.28,82,12,9.25,1,0
Romance,47.61,5.49,42.68,97,6,11.97,1,0
Action,103.93,2.28,37.83,173,9,9.27,1,0
Thriller,76.83,8.22,50.63,109,2,19.66,1,1
Thriller,50.34,4.85,54.25,120,9,10.89,0,0
Sci-Fi,57.46,4.59,61.12,100,7,5.87,1,0
Thriller,51.33,2.98,63.76,133,7,3.73,0,0
Romance,43.91,7.18,74.05,153,2,1.88,1,1
Horror,17.53,6.73,44.48,125,12,13.18,1,0
Horror,45.47,7.08,59.16,89,3,5.22,1,1
Action,27.62,5.08,13.24,105,8,3.35,1,0
Fantasy,12.49,5.39,53.68,134,2,13.03,1,0
Horror,65.34,4.6,45.69,125,6,13.03,0,0
Fantasy,61.74,6.47,21.86,114,1,3.29,1,0
Thriller,1.0,5.97,41.54,168,12,16.21,0,0
Drama,46.32,5.36,43.98,111,12,11.12,0,0
Romance,79.87,3.52,58.81,133,10,7.26,1,0
Romance,81.78,5.35,49.6,130,7,7.95,0,0
Comedy,80.78,3.03,44.95,80,4,8.63,1,0
Sci-Fi,51.17,4.73,32.04,120,6,3.79,1,0
Horror,24.65,4.34,71.68,105,7,11.99,0,0
Drama,17.49,5.52,99.81,91,2,3.29,1,1
Drama,60.34,6.52,48.43,116,10,16.83,0,1
Action,61.38,5.67,48.53,151,5,7.92,1,0
Sci-Fi,88.62,4.79,59.35,124,7,18.27,1,1
Action,83.0,5.46,23.52,89,9,8.49,0,0
Thriller,46.03,6.29,29.43,121,3,9.39,1,0
Drama,12.67,6.84,60.33,139,4,7.43,0,0
Horror,40.43,8.68,67.05,151,9,22.28,1,1
Romance,56.52,10.0,47.82,81,7,2.37,0,1
Comedy,43.94,8.9,54.31,123,3,12.29,1,1
Sci-Fi,32.66,5.98,41.95,132,5,7.95,1,0
Drama,57.59,4.13,60.35,172,8,11.03,0,0
Horror,34.88,5.26,41.4,158,11,4.16,1,0
Drama,31.16,6.4,44.87,137,5,12.43,1,0
Comedy,59.34,5.15,100.0,118,2,9.75,0,1
Sci-Fi,37.94,5.34,54.22,108,7,20.33,1,1
Action,57.32,7.29,41.87,128,9,0.6,0,0
Romance,58.2,5.6,63.05,97,8,12.82,1,1
Drama,15.82,6.64,24.77,103,3,7.17,1,0
Drama,35.56,5.55,24.71,110,2,19.52,0,0
Sci-Fi,93.13,1.98,32.48,171,9,17.14,0,0
Action,15.14,1.98,84.0,122,9,3.47,1,0
Drama,1.0,6.76,43.35,179,8,9.77,0,0
Comedy,1.0,5.82,54.82,165,2,11.61,1,0
Horror,50.87,6.28,43.72,153,1,6.85,1,0
Comedy,50.93,6.55,71.28,130,8,4.31,1,1
Romance,46.47,6.43,39.15,128,10,17.74,0,0
Drama,86.43,5.9,30.66,106,8,11.98,0,0
Sci-Fi,1.0,8.56,58.97,80,8,13.43,0,1
Action,61.88,6.42,36.28,111,2,10.93,1,0
Drama,96.84,6.48,44.65,122,4,0.0,1,0
Sci-Fi,16.17,4.97,48.25,141,1,6.58,0,0
Drama,38.61,3.68,53.67,123,9,9.82,0,0
Fantasy,27.41,10.0,52.79,83,12,13.55,0,1
Fantasy,23.17,7.64,11.88,122,10,17.03,1,0
Romance,40.21,6.5,25.22,170,2,15.59,0,0
Sci-Fi,92.82,5.53,30.9,114,2,11.43,1,0
Sci-Fi,105.12,7.24,60.06,124,11,0.45,1,1
Romance,39.92,4.98,63.18,95,1,4.49,0,0
Romance,107.15,7.4,50.0,136,9,18.41,0,1
Thriller,51.07,8.99,21.76,112,1,6.42,1,0
Comedy,102.61,5.84,60.41,87,11,7.56,1,1
Sci-Fi,47.2,9.1,73.42,92,7,0.0,0,1
Drama,53.93,5.47,64.26,150,5,14.08,1,1
Horror,60.96,2.44,69.78,157,11,11.4,0,0
Romance,145.37,7.64,27.18,103,7,16.27,1,1
Action,75.54,5.8,43.19,180,3,7.53,1,0
Sci-Fi,28.78,7.66,84.21,159,7,0.0,0,1
Comedy,79.07,3.76,34.63,153,12,5.94,1,0
Fantasy,39.15,5.03,51.7,128,2,1.13,0,0
Sci-Fi,35.31,8.69,18.4,148,5,7.61,0,0
Drama,77.26,6.59,36.1,136,1,10.5,0,0
Thriller,50.93,8.99,24.88,144,5,13.02,0,1
Sci-Fi,58.36,4.75,29.08,165,7,8.43,1,0
Comedy,50.42,10.0,57.29,157,8,8.71,1,1
Thriller,60.1,10.0,64.24,97,5,19.7,1,1
Action,62.75,7.51,69.55,81,8,8.93,1,1
Action,1.0,6.31,41.59,113,9,7.56,0,0
Action,70.0,6.87,46.43,116,12,15.74,0,1
Action,20.54,8.09,45.96,136,12,6.78,0,0
Romance,6.73,6.5,77.06,107,9,14.35,1,1
Fantasy,48.25,5.31,75.43,90,8,10.5,1,1
Romance,52.52,3.95,61.07,91,4,1.05,1,0
Thriller,29.19,1.66,51.68,100,9,16.37,1,0
Drama,74.93,5.41,50.8,142,4,0.84,0,0
Drama,9.73,1.88,52.4,133,3,10.5,0,0
Fantasy,37.79,5.7,27.48,101,9,7.04,1,0
Sci-Fi,32.45,9.12,52.06,149,9,6.04,0,1
Romance,48.6,5.86,15.96,148,7,9.37,1,0
Fantasy,58.37,4.11,46.78,96,6,10.01,1,0
Thriller,19.76,4.98,43.89,123,2,13.94,1,0
Action,71.73,4.37,34.73,126,3,20.1,0,0
Drama,51.89,9.4,45.37,103,1,13.01,1,1
Horror,1.0,4.69,84.48,166,12,5.05,1,0
Thriller,1.0,2.43,34.0,153,12,14.18,1,0
Fantasy,49.63,10.0,55.76,85,1,9.49,1,1
Action,43.37,5.62,62.74,94,9,5.4,0,0
Thriller,46.9,4.24,10.75,109,6,4.92,0,0
Horror,49.16,6.02,65.58,80,10,11.37,1,1
Horror,56.77,5.53,36.16,80,10,9.03,0,0
Fantasy,78.43,6.94,32.13,155,5,11.33,1,1
Horror,16.67,5.67,57.13,133,6,11.02,0,0
Fantasy,14.84,1.72,57.84,80,7,9.1,0,0
Sci-Fi,17.2,5.64,73.65,169,8,3.14,1,0
Sci-Fi,58.67,7.77,30.3,166,2,2.47,1,0
Drama,87.35,4.92,29.0,137,9,4.45,0,0
Horror,37.06,7.46,39.85,120,1,7.0,0,0
Horror,1.0,7.89,66.29,141,5,2.88,1,0
Horror,1.0,8.36,44.28,121,9,9.2,1,0
Fantasy,25.01,3.93,0.15,156,3,22.09,0,0
Drama,33.27,4.13,45.22,152,11,6.08,1,0
Romance,37.75,6.04,44.13,109,6,5.42,1,0
Thriller,51.16,2.37,32.63,179,7,8.04,1,0
Horror,40.65,3.84,59.97,161,7,8.55,1,0
Comedy,81.48,6.6,54.76,105,6,15.0,1,1
Romance,29.72,1.83,54.81,132,7,18.33,1,0
Comedy,24.13,2.41,39.34,115,5,10.91,1,0
Horror,64.37,7.02,36.39,99,10,5.39,1,0
Sci-Fi,3.93,2.76,27.18,94,4,3.07,0,0
Romance,61.69,10.0,57.08,102,5,12.86,1,1
Thriller,53.08,3.96,69.65,90,12,12.29,0,0
Sci-Fi,45.58,3.83,59.61,146,9,12.42,0,0
Sci-Fi,97.65,3.16,43.27,177,2,0.0,0,0
Fantasy,31.33,5.92,47.3,93,9,6.61,0,0
Romance,111.81,5.56,43.76,117,5,14.77,1,1
Romance,43.24,6.74,56.83,82,6,9.17,0,0
Drama,11.69,5.46,53.21,92,1,3.79,1,0
Fantasy,52.1,7.8,62.01,176,11,5.56,0,1
Comedy,17.71,5.49,71.28,136,8,6.44,1,0
Romance,27.45,5.21,46.54,128,12,0.0,0,0
Comedy,61.91,6.41,36.72,80,7,8.21,0,0
Fantasy,66.67,2.04,4.65,138,3,4.46,0,0
Sci-Fi,31.33,3.71,65.37,149,2,15.33,1,0
Comedy,79.62,9.36,29.78,130,2,10.41,1,1
Drama,84.73,2.39,47.31,143,4,7.45,1,0
Romance,93.09,7.72,45.65,163,1,4.45,1,1
Fantasy,65.88,1.17,0.0,111,5,10.8,1,0
Sci-Fi,90.9,2.73,69.08,105,1,13.58,0,0
Horror,1.0,4.38,70.97,142,9,6.11,1,0
Sci-Fi,40.46,6.8,53.55,165,10,7.27,0,0
Romance,23.99,5.64,25.1,173,9,4.77,1,0
Horror,53.58,6.72,47.61,169,4,11.89,0,1
Comedy,32.86,4.86,60.32,129,12,9.82,1,0
Drama,45.02,5.61,38.81,117,7,8.47,1,0
Horror,106.47,6.0,82.98,120,10,13.37,0,1
Thriller,44.91,7.83,51.19,136,1,8.44,0,1
Fantasy,62.41,9.4,77.67,97,1,13.59,0,1
Drama,43.03,3.78,31.96,159,4,6.61,0,0
Fantasy,52.27,5.61,72.42,121,5,7.98,1,1
Fantasy,50.18,5.13,63.22,157,5,12.88,1,1
Thriller,63.45,6.56,37.11,133,6,9.01,0,0
Sci-Fi,84.96,8.75,51.66,156,11,4.74,1,1
Romance,99.42,6.14,63.98,124,4,10.12,0,1
Horror,59.29,4.82,26.32,94,10,5.97,1,0
Romance,67.69,8.02,10.86,123,11,7.49,0,0
Fantasy,15.47,5.47,22.2,126,7,13.72,1,0
Romance,47.36,5.66,41.61,80,12,16.8,0,0
Sci-Fi,78.21,7.17,45.36,133,5,16.65,1,1
Drama,75.98,3.33,41.99,93,2,14.74,0,0
Thriller,56.35,3.2,24.64,117,2,12.91,0,0
Fantasy,76.59,3.97,70.79,150,1,6.18,0,0
Thriller,64.72,5.41,64.32,152,1,12.89,1,1
Comedy,86.01,8.05,61.53,172,3,17.61,0,1
Sci-Fi,58.68,4.64,46.96,131,7,8.95,0,0
Thriller,39.33,4.95,79.09,132,1,16.25,0,1
Comedy,60.08,6.34,58.64,115,4,14.52,0,1
Drama,1.0,4.12,24.63,130,5,15.5,1,0
Sci-Fi,61.49,5.04,65.35,119,8,8.59,1,1
Thriller,1.0,5.92,35.39,102,11,8.48,0,0
Action,1.0,7.13,15.74,169,12,11.73,1,0
Fantasy,63.55,7.88,82.53,99,6,1.51,1,1
Action,64.33,5.68,41.93,166,1,9.31,0,0
Thriller,15.13,5.4,26.76,96,6,2.25,0,0
Romance,28.64,5.57,55.66,154,8,3.58,0,0
Sci-Fi,91.12,6.41,58.7,95,8,7.69,1,1
Thriller,35.48,8.94,40.72,87,9,1.86,0,0
Horror,117.29,10.0,17.03,131,6,5.9,0,1
Action,49.94,9.7,35.59,86,6,11.6,0,1
Action,62.24,8.13,61.72,178,9,11.76,1,1
Sci-Fi,98.51,3.96,72.74,178,4,9.61,0,1
Sci-Fi,53.93,6.43,100.0,101,9,8.4,0,1
Sci-Fi,19.93,5.27,12.42,180,11,12.97,0,0
Action,46.71,5.73,50.75,108,3,9.95,0,0
